"location","source","target","id","developer_comments"
"01a_01400.bin.json:4","01400:004","第一章","01400:004","
第一章

一章"
"01a_01400.bin.json:5","01400:005","小明","01400:005","
小明

小明"
"01a_01400.bin.json:6","01400:006","好事信？","01400:006","小明

好事信？

好事信？"
"01a_01400.bin.json:8","01400:008","虽然快要被食堂的喧闹所淹没，但还能感觉到困惑的声音在颤抖。听到“好事信”这个词，我不禁笑了。","01400:008","
虽然快要被食堂的喧闹淹没了，但还是能感觉到困惑的话语的颤抖。听到“好事信章”这个词，我不禁笑了。

虽然快要被食堂的喧嚣给抹去了，但还是感到困惑的话语在颤抖。我被“好事信”的声音所嘲笑。"
"01a_01400.bin.json:13","01400:013","有这么好笑吗？好事信，这不是你说的吗？","01400:013","小明

那么笑？好的事情文不是爱丽丝说的。

笑成这样？好的句子不是爱丽丝说的。"
"01a_01400.bin.json:16","01400:016","她熟练地用叉子夹起辣椒虾奶油意面，大口嚼着，用责备的眼神说道。虽然确实是我说的，","01400:016","
手握辣椒和虾的奶油意大利面，用腮帮子缠在一起，用责备的眼神说。确实出处是我，

她熟练地用叉子夹起辣椒虾奶油意面，大口嚼着，用责备的眼神说道。出处确实是我。"
"01a_01400.bin.json:18","01400:018","爱丽丝","01400:018","
爱丽丝

爱丽丝"
"01a_01400.bin.json:19","01400:019","给人一种很温柔的印象，呵呵！一开始不是恐吓信这样的吗？","01400:019","爱丽丝

给人一种很温柔的印象，呵呵！一开始不是恐吓信之类的吗？

给人一种很严肃的印象，呵呵！一开始不是威胁信，是这样吗？"
"01a_01400.bin.json:22","01400:022","昨天，社团活动收到了一封信，说“破坏冠军奖杯的不是我”吧。爱丽丝说，如果这是电视剧的话，应该会收到恐吓信吧。","01400:022","小明

因为昨天社团收到一封信，说打碎冠军奖杯的不是我。爱丽丝说，如果这是电视剧的话，应该会收到恐吓信吧。

昨天，社团活动收到了一封信说破坏冠军奖杯的不是我吧。爱丽丝说，如果这是电视剧的话，恐吓信应该会送到吧。"
"01a_01400.bin.json:25","01400:025","不是恐吓信，是好事信吧。但是，不就是好事发生的信吗！也有人知道小明不是弄坏的凶手！","01400:025","爱丽丝

不是威胁文，是好事信。但是，真的不是好事信！也有人知道小明不是弄坏的犯人！

不是恐吓信，是好事吧。但是，真的不是好文章！也有人知道这不是小明弄坏的犯人！"
